event_number,particle_id,is_vertex,d0,phi0,q/pT,z0,theta,P00,P01,P02,P03,P04,P10,P11,P12,P13,P14,P20,P21,P22,P23,P24,P30,P31,P32,P33,P34,P40,P41,P42,P43,P44,K00,K01,K10,K11,K20,K21,K30,K31,K40,K41
1000,4507516637544448,0,0.36101549774400454,2.023703000521488,0.0002944809384732535,-0.08083459974660237,-0.2459619284026786,0.02216276028907242,-0.0001850722603961561,0.0006449850411229753,0.0,0.0,-0.00018507226039615607,4.771068275196412e-06,-1.8479763211716394e-05,0.0,0.0,0.0006449850411229751,-1.8479763211716394e-05,7.356622231911815e-05,0.0,0.0,0.0,0.0,0.0,0.6383513863000352,0.0007383632017783288,0.0,0.0,0.0,0.0007383632017783287,8.541777907225518e-07,0.5271921660435336,0.0,-0.014980829012862221,0.0,0.0012326062686309279,0.0,0.0,-0.11453869076404256,0.0,0.0013665176078243451
1000,4507516637544448,0,0.36069207050422253,2.0237121215055076,0.0002927219333716376,-0.08083459974660237,-0.2459619284026786,0.02315024983218278,-0.000184720271393934,0.0005321251875629524,0.0,0.0,-0.00018472027139393403,4.8611456489178825e-06,-1.5297939843769273e-05,0.0,0.0,0.0005321251875629524,-1.5297939843769276e-05,4.9355355499731924e-05,0.0,0.0,0.0,0.0,0.0,0.7189764287795952,0.0006551922748920621,0.0,0.0,0.0,0.000655192274892062,5.971497522443716e-07,0.3629006670083706,0.0,-0.010238885062684307,0.0,0.0009870727738814037,0.0,0.0,-0.2693840963140911,0.0,0.001226343941894112
1000,4507791515451392,1,0.004719246786688558,1.9704540543412308,0.0001865317582010501,-0.07756100789950389,-0.02503495577481117,0.04,0.0,0.0,0.0,0.0,0.0,6.7e-06,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,7e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000,4507791515451392,0,0.20866573931188626,1.964374919425237,0.0001865317582010501,-0.08378493660837616,-0.02503495577481117,0.04,0.0,0.0,0.0,0.0,0.0,6.7e-06,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,7e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000,4507791515451392,0,0.284426317136588,1.9652857008283555,0.00022323529342627708,-0.08378493660837594,-0.02503495577481117,0.028012807504734154,-0.00015615141342689164,-0.010487068827342051,0.0,0.0,-0.00015615141342689164,4.922805843043218e-06,-0.00012608682271792598,0.0,0.0,-0.01048706882734205,-0.00012608682271792593,0.012539642007016691,0.0,0.0,0.0,0.0,0.0,0.035324199215299446,0.0004937601315373918,0.0,0.0,0.0,0.0004937601315373918,6.9213501936828945e-06,22.9615352969095,0.0,0.2760579642583503,0.0,0.0055613755130788515,0.0,0.0,0.9747684291319288,0.0,0.0003529068537223782
1000,4507791515451392,0,0.24881674872500714,1.9651915629227474,0.0002433122110444416,-0.08378493660837594,-0.02503495577481117,0.016558034039609502,-0.00018907566033529022,0.001214016661141044,0.0,0.0,-0.00018907566033529025,4.935763860015118e-06,-9.518163212398724e-05,0.0,0.0,0.0012140166611410439,-9.518163212398726e-05,0.002548856747665698,0.0,0.0,0.0,0.0,0.0,0.0817292388012193,0.0007089545109795258,0.0,0.0,0.0,0.0007089545109795258,6.15730214540186e-06,-45.52527635183802,0.0,-0.12035625918014611,0.0,0.0128339150880335,0.0,0.0,0.6831696519828482,0.0,0.002744780651453624
1000,4507791515451392,0,0.2526837737567424,1.9653456307030772,0.00023429028200371254,-0.08378493660837594,-0.02503495577481117,0.017404361203156023,-0.0001951962022634205,0.001811547120976393,0.0,0.0,-0.00019519620226342052,4.791904457097985e-06,-7.140314172260127e-05,0.0,0.0,0.0018115471209763933,-7.140314172260129e-05,0.0012277395295718983,0.0,0.0,0.0,0.0,0.0,0.14807784980658603,0.0008869329007605119,0.0,0.0,0.0,0.0008869329007605119,5.3159945745885325e-06,-6.289757922008487,0.0,-0.25058953163212927,0.0,0.00733633441866646,0.0,0.0,0.5307104831509037,0.0,0.0028086269135049746
1000,4507791515451392,0,0.2497962015337912,1.9655891282953706,0.00022332269150671523,-0.08378493660837584,-0.025034955774811168,0.01836283166642437,-0.0001917042062092106,0.0015497126140617613,0.0,0.0,-0.00019170420620921057,4.5974960986778225e-06,-4.931684152845682e-05,0.0,0.0,0.0015497126140617615,-4.9316841528456816e-05,0.0005696162498168247,0.0,0.0,0.0,0.0,0.0,0.24617853391394845,0.000945169876041238,0.0,0.0,0.0,0.0009451698760412381,3.630327796884687e-06,2.355722561116891,0.0,-0.19868404068957615,0.0,0.004473975733445996,0.0,0.0,0.11121334619243642,0.0,0.0034121697194465866
1000,4507791515451392,0,0.24652930489419903,1.9657188555960659,0.0002152241802241156,-0.08378493660837584,-0.025034955774811168,0.01928944035169393,-0.00018879356124422802,0.001247149285118675,0.0,0.0,-0.000188793561244228,4.581936847605662e-06,-3.730308480881196e-05,0.0,0.0,0.0012471492851186742,-3.730308480881197e-05,0.0003193114882834308,0.0,0.0,0.0,0.0,0.0,0.34558194278625787,0.0009696995709309235,0.0,0.0,0.0,0.0009696995709309233,2.72175441479253e-06,2.3943972821808006,0.0,-0.0950930947163332,0.0,0.0029678169160701987,0.0,0.0,0.06384261104973456,0.0,0.002626625189605685
1000,4507791515451392,0,0.24384250883195288,1.9658086228812586,0.0002084983637159135,-0.08378493660837584,-0.025034955774811168,0.02022379695942918,-0.00018660298291014104,0.0009738151048984717,0.0,0.0,-0.000186602982910141,4.608762798747658e-06,-2.8172352488494228e-05,0.0,0.0,0.0009738151048984716,-2.8172352488494225e-05,0.00017879449758763957,0.0,0.0,0.0,0.0,0.0,0.43698286272506554,0.0008735499266484977,0.0,0.0,0.0,0.0008735499266484977,1.746668006729116e-06,1.6671425637433959,0.0,-0.05570720440890098,0.0,0.00208667775068469,0.0,0.0,-0.21757276899231692,0.0,0.00243429012160773
1000,4507791515451392,0,0.24271685199887402,1.9658426523799235,0.00020486480301547236,-0.08378493660837584,-0.025034955774811168,0.02118674928794376,-0.00018548423067866855,0.0007749001018885665,0.0,0.0,-0.00018548423067866847,4.674948433412821e-06,-2.2159910979559677e-05,0.0,0.0,0.0007749001018885665,-2.2159910979559677e-05,0.0001083579843365154,0.0,0.0,0.0,0.0,0.0,0.5332660726047401,0.0008278799990085291,0.0,0.0,0.0,0.000827879999008529,1.2855003800627697e-06,0.9594310224716458,0.0,-0.029008589804676948,0.0,0.0015485458529083018,0.0,0.0,-0.14453199693625748,0.0,0.0017770448831857962
1000,4507791515451392,0,0.24227603532476527,1.9658551067100387,0.00020276789797730446,-0.08378493660837584,-0.025034955774811168,0.02217025455910146,-0.00018501884763362245,0.0006444604397663842,0.0,0.0,-0.00018501884763362235,4.761803199217424e-06,-1.8475312400028814e-05,0.0,0.0,0.0006444604397663839,-1.847531240002881e-05,7.36947966862466e-05,0.0,0.0,0.0,0.0,0.0,0.5627114144023833,0.000873459808533382,0.0,0.0,0.0,0.000873459808533382,1.3560548538671301e-06,0.5195036684723344,0.0,-0.014680240991182019,0.0,0.0012357051539835405,0.0,0.0,0.7056485708206433,0.0,0.0004561496944800264
1000,4507791515451392,0,0.24190302269759592,1.9658656231050307,0.00020076379282583522,-0.08378493660837584,-0.025034955774811168,0.023157446192135212,-0.00018465836881707183,0.0005300941815509608,0.0,0.0,-0.00018465836881707175,4.851643115949537e-06,-1.5251670051774389e-05,0.0,0.0,0.0005300941815509606,-1.5251670051774392e-05,4.916559882670712e-05,0.0,0.0,0.0,0.0,0.0,0.499023119216494,0.0004639090309870675,0.0,0.0,0.0,0.0004639090309870675,4.3135214559889624e-07,0.36744830424004987,0.0,-0.01036165656773137,0.0,0.0009872044320128122,0.0,0.0,-0.5909892853272439,0.0,0.001479591558204281
1000,4517206083764224,1,0.007084120092759605,1.7759839740456096,0.0002509240952061651,-0.07486487717994424,-0.2610313177610694,0.04,0.0,0.0,0.0,0.0,0.0,6.7e-06,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,7e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000,4517206083764224,0,0.2658639940023022,1.7679092673292964,0.0002509240952061651,-0.07301007433376405,-0.2610313177610694,0.04,0.0,0.0,0.0,0.0,0.0,6.7e-06,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,7e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000,4517206083764224,0,0.36035621697431,1.7690447825598017,0.00029667019452607213,-0.07301007433376405,-0.2610313177610694,0.028001985766111494,-0.00015623261538852016,-0.010488777422839705,0.0,0.0,-0.00015623261538852014,4.922602244503961e-06,-0.00012606536259626786,0.0,0.0,-0.010488777422839709,-0.00012606536259626786,0.012549426431962026,0.0,0.0,0.0,0.0,0.0,0.041296659940782056,0.0005328120386294242,0.0,0.0,0.0,0.0005328120386294243,6.891059122224524e-06,22.972206711509205,0.0,0.2760879052200058,0.0,0.005559507341278877,0.0,0.0,0.9705023857565842,0.0,0.0004065117416986468
1000,4517206083764224,0,0.3195740596211884,1.7689384676519844,0.00031968518728271587,-0.07301007433376175,-0.2610313177610694,0.016602593765738284,-0.00018855446761319292,0.0011695915546319666,0.0,0.0,-0.00018855446761319292,4.93833793518028e-06,-9.571982964967663e-05,0.0,0.0,0.0011695915546319634,-9.571982964967663e-05,0.002591466067600252,0.0,0.0,0.0,0.0,0.0,0.09230793839638997,0.0007471185554239122,0.0,0.0,0.0,0.0007471185554239123,6.053551841105372e-06,-45.92897991324722,0.0,-0.11974077215677291,0.0,0.012960176648791087,0.0,0.0,0.6487457862616183,0.0,0.0030313837820645224
1000,4517206083764224,0,0.3245147974904597,1.7691292255803002,0.0003086832959544489,-0.07301007433376175,-0.2610313177610694,0.01742990186413259,-0.00019521908072502397,0.0018105218506668046,0.0,0.0,-0.00019521908072502403,4.781010933230147e-06,-7.102101184105686e-05,0.0,0.0,0.0018105218506668048,-7.102101184105685e-05,0.00121667460711478,0.0,0.0,0.0,0.0,0.0,0.1684806430807525,0.000914939321802086,0.0,0.0,0.0,0.000914939321802086,4.971554083715171e-06,-6.596755201861169,0.0,-0.2546917905041398,0.0,0.00734346588387543,0.0,0.0,0.43507443625803055,0.0,0.0032731176776277754
1000,4517206083764224,0,0.3209992611459165,1.769427315981598,0.0002947081614741185,-0.07301007433376175,-0.2610313177610694,0.018392570042242186,-0.0001920700944737183,0.001564994586896792,0.0,0.0,-0.00019207009447371837,4.614096048338078e-06,-5.019014544083967e-05,0.0,0.0,0.0015649945868967917,-5.019014544083966e-05,0.0005887529024574971,0.0,0.0,0.0,0.0,0.0,0.26684663277295456,0.0009656791925287702,0.0,0.0,0.0,0.0009656791925287702,3.495961525287433e-06,2.2768004908631063,0.0,-0.19311392329846092,0.0,0.004525817858692936,0.0,0.0,0.10431050531300202,0.0,0.003459789806870728
1000,4517206083764224,0,0.316804526946107,1.7695970607701927,0.00028412864792643264,-0.07301007433376175,-0.2610313177610694,0.019321213459192688,-0.00018918893519189318,0.0012661782875350398,0.0,0.0,-0.00018918893519189324,4.597543391912065e-06,-3.8099687242017535e-05,0.0,0.0,0.0012661782875350407,-3.809968724201754e-05,0.00033226372782454576,0.0,0.0,0.0,0.0,0.0,0.3668454070886502,0.000966812156356603,0.0,0.0,0.0,0.0009668121563566025,2.548704062226621e-06,2.4041545402087694,0.0,-0.09730836181027228,0.0,0.003031760026787327,0.0,0.0,0.0028411838115751705,0.0,0.002805200141378725
1000,4517206083764224,0,0.3131264797169435,1.7697220542626657,0.00027531338474541485,-0.07301007433376175,-0.2610313177610694,0.020248800600726206,-0.00018673264165404937,0.0009778208839025697,0.0,0.0,-0.00018673264165404942,4.614094632007543e-06,-2.8302794287457737e-05,0.0,0.0,0.00097782088390257,-2.830279428745773e-05,0.00018023626155258768,0.0,0.0,0.0,0.0,0.0,0.45498534213277325,0.0008558300720216142,0.0,0.0,0.0,0.0008558300720216143,1.6101749235446924e-06,1.7529683316357254,0.0,-0.059584604438786194,0.0,0.0021006864853404805,0.0,0.0,-0.2514334565459056,0.0,0.0025131359122652877
1000,4517206083764224,0,0.3116838774985047,1.7697657718939948,0.0002706626637179493,-0.07301007433376175,-0.2610313177610694,0.02121159793425575,-0.00018560726540719203,0.000778594439706382,0.0,0.0,-0.0001856072654071921,4.6800010558206786e-06,-2.2266831308307616e-05,0.0,0.0,0.0007785944397063822,-2.226683130830761e-05,0.00010927861395906635,0.0,0.0,0.0,0.0,0.0,0.5440386578913148,0.0007742398952929,0.0,0.0,0.0,0.0007742398952929,1.1020495047616383e-06,0.9640995898640218,0.0,-0.029223840100366716,0.0,0.0015541281987994692,0.0,0.0,-0.235865388799881,0.0,0.0018777881777474969
1000,4517206083764224,0,0.31102492479655847,1.769784545178541,0.0002676533040763352,-0.07301007433376175,-0.2610313177610694,0.02219364771770782,-0.00018509707664775475,0.0006425450733838025,0.0,0.0,-0.0001850970766477548,4.765471942142288e-06,-1.839210241231267e-05,0.0,0.0,0.0006425450733838028,-1.839210241231267e-05,7.296002106801111e-05,0.0,0.0,0.0,0.0,0.0,0.6408548473296464,0.0007411031988750182,0.0,0.0,0.0,0.0007411031988750182,8.571669722671673e-07,0.5380927188517332,0.0,-0.015334713476509084,0.0,0.0012288526837060615,0.0,0.0,-0.12493582646422764,0.0,0.001388916332822395
1000,4517206083764224,0,0.3106849586316426,1.7697940577831905,0.0002657272980409938,-0.07301007433376175,-0.2610313177610694,0.023182131814551466,-0.00018477561762273906,0.0005342857005322287,0.0,0.0,-0.0001847756176227391,4.856480778349733e-06,-1.5363836512372695e-05,0.0,0.0,0.0005342857005322287,-1.536383651237269e-05,4.983660237121172e-05,0.0,0.0,0.0,0.0,0.0,0.7313344882533074,0.0006865528950654044,0.0,0.0,0.0,0.0006865528950654043,6.446014879340442e-07,0.3503120483366081,0.0,-0.009805589507645157,0.0,0.000992486142601908,0.0,0.0,-0.19585499081566635,0.0,0.0011986864295130974
1000,27021803922653184,1,-0.0054146906935947925,1.5875198151794503,0.00015144922041795167,-1.556292499180628,0.2340897592773133,0.04,0.0,0.0,0.0,0.0,0.0,6.7e-06,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,7e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000,27021803922653184,0,0.147978354365641,1.5826257484329793,0.00015144922041795167,-1.5558051768646566,0.2340897592773133,0.04,0.0,0.0,0.0,0.0,0.0,6.7e-06,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,7e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000,27021803922653184,0,0.21155697675546992,1.5833928148288217,0.00018246972605664982,-1.5558051768646566,0.2340897592773133,0.028113082921916246,-0.00015549294092338193,-0.010479778690063538,0.0,0.0,-0.00015549294092338196,4.9240226922987624e-06,-0.00012644577292618506,0.0,0.0,-0.010479778690063534,-0.00012644577292618506,0.01248235017064452,0.0,0.0,0.0,0.0,0.0,0.040745281254963364,0.000529341807355441,0.0,0.0,0.0,0.000529341807355441,6.89385559957958e-06,22.865476642988757,0.0,0.2758790158384175,0.0,0.005577678672156702,0.0,0.0,0.9708962276750261,0.0,0.00039882049133284277
